AiRange	AutoCheck	AutoDuel	BgName	BgmPlayList	ChangeChannel	Channel	ChaseLimit	ClassID	ClassName	CliqueWar	ColBan	ColGenX	ColGenY	ColGenZ	ColonyEXP	ColonyX	ColonyY	ColonyZ	Continent	DefGenPosX	DefGenPosY	DefGenPosZ	Desc	DropItem1Freq	DropItem1ID	DropItem2Freq	DropItem2ID	DropItem3Freq	DropItem3ID	DropItem4Freq	DropItem4ID	DropItem5Freq	DropItem5ID	DropItem6Freq	DropItem6ID	DropItem7Freq	DropItem7ID	EnablePK	EngName	FlagCount	GetRestart	HeldWepn	HideEnemyPhrase	Info	ItemGroup	ItemPriorityTime	ItemViewDist	LeaveTime	LoadingImg	LockWarp	LockWarpCommLV	LockWarpSaveId	MapTitleFont1	MapTitleFont2	MinimapFile	MinimapLength	MinimapOffsetX	MinimapOffsetY	Mission	MonCache	MonViewDist	MonsterDropBlock	Name	NewPVPRule	NoMIC	Note	PartyBuff	PartyWar	PcCache	PcViewDist	RecallRequestAble	RecallTakeAble	RewardEXPBM	RewardItemBM	SaveWarp	Thumbnail	TokName	TriggerViewDist	Tutorial	Type	UseAIAnyWhere	UseGlobalDrop	UseInitScp	UseItemCoolDown	UseReturnScroll	UseTeleportScroll	UserShop	ViewMiddleRange	ViewRange	WarGroup	WayPointX	WayPointY	WayPointZ	WorldMapName	ZoneItem	ZoneScript	vsMon	vsPC
2500	TRUE	FALSE	btl_auch01	Battle_Field_4	TRUE	3	5	1361	btl_auch01	FALSE	0	0	0	0	1	8814	26400	-5482	GranadoEspada	8814	26400	-5482	<$>47380</>	30000	21912	3300	21812	1000	21607	0	0	0	0	0	0	0	0	FALSE	Thueringenwald	2	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_auch01.jpg	69400	3189.729	-617.154	FALSE	TRUE	3200	FALSE	<$>47380</>	0	0	<$>47379</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	1	1	TRUE	thumb_btl_auch01.jpg	btl_auch01	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	8814	26400	-5482	btl_auch01_btn	btl_auch01	None	TRUE	FALSE
2500	TRUE	FALSE	btl_auch03	Battle_Field_9	TRUE	3	5	1363	btl_auch03	FALSE	224	-27	7496	608	0	-645	7759	608	GranadoEspada	-1566	-1938	1511	<$>28785</>	30000	21914	3000	21817	100	21889	0	0	0	0	0	0	0	0	FALSE	El Tejado Verde	1	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_auch03.jpg	49000	-3400	3700	FALSE	TRUE	3200	FALSE	<$>28785</>	0	0	<$>47381</>	TRUE	TRUE	TRUE	3000	TRUE	TRUE	1	1	TRUE	thumb_btl_auch03.jpg	btl_auch03	6000	FALSE	COLONYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-1566	-1938	1511	btl_auch03_btn	btl_auch03	None	TRUE	FALSE
2500	TRUE	FALSE	btl_auch02	Battle_Field_4	TRUE	3	5	1371	btl_auch02	FALSE	224	-7985	-9765	-4976	0	-8076	-9398	-4976	GranadoEspada	868	-16799	-4245	<$>28784</>	30000	21912	3300	21807	1000	21607	0	0	0	0	0	0	0	0	FALSE	El Lago de Tres Hermanas	2	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_auch02.jpg	75200	-6700	-19375	FALSE	TRUE	3200	FALSE	<$>28784</>	0	0	<$>47382</>	TRUE	TRUE	TRUE	3000	TRUE	TRUE	1	1	TRUE	thumb_btl_auch02.jpg	btl_auch02	6000	FALSE	COLONYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	868	-16799	-4245	btl_auch02_btn	btl_auch02	None	TRUE	FALSE
1000	TRUE	FALSE	ust_farm	Ustiur	FALSE	3	5	1432	ust_farm	FALSE	0	0	0	0	1	14833	22390	-5263	GranadoEspada	14833	22390	-5263	<$>47386</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	Ustiur Farm	3	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	ust_farm.jpg	11880	12500	25600	FALSE	TRUE	3200	FALSE	<$>47386</>	0	0	<$>47385</>	TRUE	FALSE	TRUE	4000	FALSE	FALSE	1	1	TRUE	thumb_ust_basic.jpg	ust_farm	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	14833	22390	-5263	ust_basic_btn	None	None	FALSE	FALSE
2500	TRUE	FALSE	btl_ust01	Battle_Field_6	TRUE	3	5	1461	btl_ust01	FALSE	230	16280	-12299	-2556	0	16647	-12519	-2556	GranadoEspada	11872	-8113	-3135	<$>8793</>	15000	21813	0	0	500	21612	0	0	0	0	0	0	0	0	FALSE	Zona Uno	4	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_ust01.jpg	132800	-16400	-6600	FALSE	TRUE	3200	FALSE	<$>28804</>	0	0	<$>47387</>	TRUE	TRUE	TRUE	3000	TRUE	TRUE	1.8	1	TRUE	thumb_btl_ust01.jpg	btl_ust01	6000	FALSE	COLONYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	11872	-8113	-3135	btl_ust01_btn	btl_ust01	None	TRUE	FALSE
2500	TRUE	FALSE	btl_ust02	Battle_Field_6	TRUE	3	5	1462	btl_ust02	FALSE	230	9720	1882	1154	0	9936	2291	1154	GranadoEspada	-1459	-1179	-1455	<$>8793</>	15000	21818	1000	21619	500	21612	0	0	0	0	0	0	0	0	FALSE	Zona Dos	3	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_ust02.jpg	81000	2800	5800	FALSE	TRUE	3200	FALSE	<$>28805</>	0	0	<$>47388</>	TRUE	TRUE	TRUE	3000	TRUE	TRUE	1.8	1	TRUE	thumb_btl_ust02.jpg	btl_ust02	6000	FALSE	COLONYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-1459	-1179	-1455	btl_ust02_btn	btl_ust02	None	TRUE	FALSE
2500	TRUE	FALSE	btl_ust03	Battle_Field_6	TRUE	3	5	1463	btl_ust03	FALSE	0	0	0	0	1	-149	-1092	-80	GranadoEspada	-149	-1092	-80	<$>8793</>	0	0	0	0	500	21612	0	0	0	0	0	0	0	0	FALSE	Zona Tres	3	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_ust03.jpg	66400	0	0	FALSE	TRUE	3200	FALSE	<$>47390</>	0	0	<$>47389</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	1.8	1	TRUE	thumb_btl_ust03.jpg	btl_ust03	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-149	-1092	-80	btl_ust03_btn	btl_ust03	None	TRUE	FALSE
2500	TRUE	FALSE	btl_ust04	Battle_Field_6	TRUE	3	5	1464	btl_ust04	FALSE	0	0	0	0	1	18429	13954	-4147	GranadoEspada	18429	13954	-4147	<$>8793</>	0	0	0	0	500	21612	0	0	0	0	30000	21054	0	0	FALSE	Zona Cuatro	3	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_ust04.jpg	96000	0	12000	FALSE	TRUE	3200	FALSE	<$>47392</>	0	0	<$>47391</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	1.8	1	TRUE	thumb_btl_ust04.jpg	btl_ust04	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	18429	13954	-4147	btl_ust04_btn	btl_ust04	None	TRUE	FALSE
2500	TRUE	FALSE	mission_rafflesia	Mission	FALSE	3	5	1491	btl_rafflesia	FALSE	0	0	0	0	1	5686	-964	-19	GranadoEspada	5686	-964	-19	<$>47396</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	Rafflesia	10	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_rafflesia.jpg	35000	0	-7000	FALSE	TRUE	3200	FALSE	<$>47396</>	0	0	<$>47395</>	TRUE	FALSE	TRUE	3000	FALSE	TRUE	1	1	FALSE	thumb_btl_ust01.jpg	mission_rafflesia	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	FALSE	4000	6000	0	5686	-964	-19	btl_ust01_btn	btl_rafflesia	None	TRUE	FALSE
2500	TRUE	FALSE	dun_jaq01	Jaquin	TRUE	3	5	3320	dun_jaq01	FALSE	0	0	0	0	1	-19991	15000	200	GranadoEspada	-19991	15000	200	<$>47398</>	20000	21808	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	Prision de Jaquin, The Mohrgus	4	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_jaq01.jpg	168500	2570	0	FALSE	TRUE	3200	FALSE	<$>47398</>	0	0	<$>47397</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	1.2	1.2	TRUE	thumb_dun_jaq01.jpg	dun_jaq01	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-19991	15000	200	fld_jaq_btn	dun_jaq01	None	TRUE	FALSE
2500	TRUE	FALSE	dun_jaq_c01	Jaquin	TRUE	3	5	3321	dun_jaq_c01	FALSE	0	0	0	0	1	4208	-5375	9	GranadoEspada	4208	-5375	9	<$>47400</>	20000	21813	0	0	500	21608	5000	21620	0	0	0	0	0	0	FALSE	Prision de Jaquin, Altar of despair	3	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_jaq_c01.jpg	60000	565	-840	FALSE	TRUE	3200	FALSE	<$>47400</>	0	0	<$>47399</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	1.2	1.2	TRUE	thumb_dun_jaq03.jpg	dun_jaq_c01	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	4208	-5375	9	fld_jaq_btn	dun_jaq_c01	None	TRUE	FALSE
2500	TRUE	FALSE	dun_jaq05	Jaquin	TRUE	3	5	3323	dun_jaq05	FALSE	0	0	0	0	1	19940	-23442	-50	GranadoEspada	19940	-23442	-50	<$>47402</>	20000	21818	0	0	500	21608	5000	21620	0	0	0	0	0	0	FALSE	Prision de Jaquin, Torture chamber	3	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_jaq05.jpg	70400	1750	-950	FALSE	TRUE	3200	FALSE	<$>47402</>	0	0	<$>47401</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	1.2	1.2	TRUE	thumb_dun_jaq02.jpg	dun_jaq05	6000	FALSE	NEW_PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	19940	-23442	-50	fld_jaq_btn	dun_jaq05	None	TRUE	FALSE
2500	TRUE	FALSE	dun_jaq03	Jaquin	TRUE	3	5	3324	dun_jaq03	FALSE	0	0	0	0	1	-32517	-483	2920	GranadoEspada	10451	-4259	880	<$>47404</>	17000	21808	0	0	500	21608	5000	21620	0	0	0	0	0	0	FALSE	Prision de Jaquin, Schivarliere	5	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_jaq03.jpg	92500	363.717	1724.594	FALSE	TRUE	3200	FALSE	<$>47404</>	0	0	<$>47403</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	1.2	1.2	TRUE	thumb_dun_jaq03.jpg	dun_jaq03	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-32517	-483	2920	fld_jaq_btn	dun_jaq03	None	TRUE	FALSE
2500	TRUE	FALSE	dun_jaq_c04	Jaquin	TRUE	3	5	3325	dun_jaq_c04	FALSE	0	0	0	0	1	21	21986	-723	GranadoEspada	21	21986	-723	<$>47406</>	17000	21813	0	0	500	21608	5000	21620	0	0	0	0	0	0	FALSE	Prision de Jaquin, Gehenna Bridge	4	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_jaq_c04.jpg	51750	0	23415	FALSE	TRUE	3200	FALSE	<$>47406</>	0	0	<$>47405</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	0.9	0.9	TRUE	thumb_dun_jaq_c04.jpg	dun_jaq_c04	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	21	21986	-723	fld_jaq_btn	dun_jaq_c04	None	TRUE	FALSE
2500	TRUE	FALSE	dun_jaq06	Jaquin_2	TRUE	3	5	3326	dun_jaq06	FALSE	0	0	0	0	1	0	0	0	GranadoEspada	29217	-21212	-51	<$>6030</>	40000	21920	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	Prision de Jaquin, laboratory	3	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_jaq06.jpg	133000	0	-100.532	FALSE	TRUE	3200	FALSE	<$>6030</>	0	0	<$>47407</>	TRUE	FALSE	TRUE	3000	FALSE	TRUE	1	1	FALSE	thumb_dun_jaq06.jpg	dun_jaq06	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	29217	-21212	-51	fld_jaq_btn	dun_jaq06	CHECK_CASHBUFF_JAQ	TRUE	FALSE
2500	TRUE	FALSE	fld_jaq	Jaquin_Field	TRUE	3	5	3331	fld_jaq	FALSE	0	0	0	0	1	-613	9267	3536	GranadoEspada	-613	9267	3536	<$>47409</>	20000	21818	500	21607	0	0	0	0	0	0	0	0	0	0	FALSE	The lava plateau of Jaquin	2	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	fld_jaq.jpg	39200	1391.18	-5630.15	FALSE	TRUE	3200	FALSE	<$>47409</>	0	0	<$>47408</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	1.2	1.2	TRUE	thumb_fld_jaq.jpg	fld_jaq	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-613	9267	3536	fld_jaq_btn	None	None	TRUE	FALSE
