AR	ASPD	ATK	AddATK	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	AutoCheckUse	AutoInspect	BLK	BaseATK	BaseDEF	BeastBane	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CRT	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	CoolDown	CoolDownGroup	DBLHand	DEF	DeadDrop	DefEA	DefIP	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_N_LH	Dummy_N_RH	EQUP	EffectLength	EmitterName	EngName	EqpType	EquipSound	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireIP	GolemBane	GroupName	HPDrain	HR	HumanBane	IMP	IceATK	IceIP	ImgName	IncAGI	IncCHA	IncCON	IncDEX	IncINT	IncSTR	IsConfirmUseItem	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LgtIP	LockWarpUse	LogoutSave	MHP	MKP	MSP	MSPD	MaterialSet	MaxR	MaxSocketCount	MaxStack	MinR	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	OptionGroup	PR	Pair	ParticleCount	ParticleName	PreCheckScp	Price	PromotionLv	PsyATK	PsyIP	RFIRE	RHP	RICE	RLGHT	RPSY	RSP	RSTAT	Rank	RecordUsingLog	RedFIRE	RedICE	RedLGHT	RedMAG	RedMEL	RedPSY	RedSHT	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SaleEA	SaleID	SaveBuff	SaveBurlonPoint	SaveExp	Scale	ScpType	SellPrice	ShldDR	SocketRef	Spec	Suffix	TargetHitEffect	TownUsable	Tradable	UndeadBane	UniqueBone	Unstack	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	ZoneItem	arg1	arg2
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	None	0	Demon_ATK	0	Etc	<$>29982</>	Etc_Drug	<$>32425</>	23289	Demon_ATK	Drug	0	0	NO	0	FALSE	1	0	None	0	<$>33649</>	0	0	0	0	None	Etc	None	drop_drug.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Demon Tribe Ampul	None	None	50000	0	FALSE	it_e_raceportion3	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>32425</>	SYS_item_column_yellow	0	<$>30464</>	None	0	1000	0	0	TRUE	Yes	0	0	0	1	None	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>33990</>	1	23289	FALSE	FALSE	FALSE	1	SCP_USE_ITEM_TeamAddBuff	1	0	None	<$>32428</>	_NO	None	TRUE	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	1	None	0	0	5	10
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	None	0	Undead_ATK	0	Etc	<$>29982</>	Etc_Drug	<$>32425</>	23290	Undead_ATK	Drug	0	0	NO	0	FALSE	1	0	None	0	<$>33651</>	0	0	0	0	None	Etc	None	drop_drug.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Undead Tribe Ampul	None	None	50000	0	FALSE	it_e_raceportion4	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>32425</>	SYS_item_column_yellow	0	<$>30465</>	None	0	1000	0	0	TRUE	Yes	0	0	0	1	None	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>33991</>	1	23290	FALSE	FALSE	FALSE	1	SCP_USE_ITEM_TeamAddBuff	1	0	None	<$>32428</>	_NO	None	TRUE	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	1	None	0	0	5	10
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	None	0	Human_ATK	0	Etc	<$>29982</>	Etc_Drug	<$>32425</>	23291	Human_ATK	Drug	0	0	NO	0	FALSE	1	0	None	0	<$>33653</>	0	0	0	0	None	Etc	None	drop_drug.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Human Tribe Ampul	None	None	50000	0	FALSE	it_e_raceportion5	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>32425</>	SYS_item_column_yellow	0	<$>30466</>	None	0	1000	0	0	TRUE	Yes	0	0	0	1	None	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>33992</>	1	23291	FALSE	FALSE	FALSE	1	SCP_USE_ITEM_TeamAddBuff	1	0	None	<$>32428</>	_NO	None	TRUE	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	1	None	0	0	5	10
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	FALSE	TRUE	0	0	0	0	None	None	0	None	None	0	Sprint_WhiteDay	0	Etc	<$>29982</>	Etc_Food	<$>32567</>	23401	E_RedCandy_Wday	Food	0	0	NO	0	FALSE	1	0	None	0	<$>33371</>	0	0	0	0	None	Etc	None	drop_drug.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	A Red Lollipop Event	None	None	2147483647	0	FALSE	it_e_candy	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	None	<$>32567</>	SYS_item_column_yellow	0	<$>34012</>	None	0	1000	0	0	FALSE	No	0	0	0	1	None	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_Spinel	200	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>33372</>	1	23401	TRUE	TRUE	TRUE	2	SCP_USE_ITEM_TeamAddBuff	1	0	None	<$>32546</>	_NO	None	TRUE	FALSE	0	None	FALSE	Both	TRUE	TRUE	1	FALSE	1	None	0	0	10	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	FALSE	TRUE	0	0	0	0	None	None	0	None	None	0	IncASPD_WhiteDay	0	Etc	<$>29982</>	Etc_Food	<$>32567</>	23402	E_PinkCandy_Wday	Food	0	0	NO	0	FALSE	1	0	None	0	<$>33371</>	0	0	0	0	None	Etc	None	drop_drug.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	A Pink Lollipop Event	None	None	2147483647	0	FALSE	it_e_candy	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	None	<$>32567</>	SYS_item_column_yellow	0	<$>34013</>	None	0	1000	0	0	FALSE	No	0	0	0	1	it_e_candy_pink	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_Spinel	200	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>33372</>	1	23402	TRUE	TRUE	TRUE	2	SCP_USE_ITEM_TeamAddBuff	1	0	None	<$>32546</>	_NO	None	TRUE	FALSE	0	None	FALSE	Both	TRUE	TRUE	1	FALSE	1	None	0	0	1	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	FALSE	TRUE	0	0	0	0	None	None	0	None	None	0	AddDEF_WhiteDay	0	Etc	<$>29982</>	Etc_Food	<$>32567</>	23403	E_BlueCandy_Wday	Food	0	0	NO	0	FALSE	1	0	None	0	<$>33371</>	0	0	0	0	None	Etc	None	drop_drug.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	A Blue Lollipop Event	None	None	2147483647	0	FALSE	it_e_candy	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	None	<$>32567</>	SYS_item_column_yellow	0	<$>34014</>	None	0	1000	0	0	FALSE	No	0	0	0	1	it_e_candy_blue	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_Spinel	200	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>33372</>	1	23403	TRUE	TRUE	TRUE	2	SCP_USE_ITEM_TeamAddBuff	1	0	None	<$>32546</>	_NO	None	TRUE	FALSE	0	None	FALSE	Both	TRUE	TRUE	1	FALSE	1	None	0	0	1	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	FALSE	TRUE	0	0	0	0	None	None	0	None	None	0	IncATK_WhiteDay	0	Etc	<$>29982</>	Etc_Food	<$>32567</>	23404	E_BlackCandy_Wday	Food	0	0	NO	0	FALSE	1	0	None	0	<$>33371</>	0	0	0	0	None	Etc	None	drop_drug.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	A Black Lollipop Event	None	None	2147483647	0	FALSE	it_e_candy	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	None	<$>32567</>	SYS_item_column_yellow	0	<$>34015</>	None	0	1000	0	0	FALSE	No	0	0	0	1	it_e_candy_black	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_Spinel	200	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>33372</>	1	23404	TRUE	TRUE	TRUE	2	SCP_USE_ITEM_TeamAddBuff	1	0	None	<$>32546</>	_NO	None	TRUE	FALSE	0	None	FALSE	Both	TRUE	TRUE	1	FALSE	1	None	0	0	1	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	FALSE	TRUE	0	0	0	0	None	None	0	None	None	0	AddMspd_WhiteDay	0	Etc	<$>29982</>	Etc_Food	<$>32567</>	23405	E_RainbowCandy_Wday	Food	0	0	NO	0	FALSE	1	0	None	0	<$>33371</>	0	0	0	0	None	Etc	None	drop_drug.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	A Rainbow Lollipop Event	None	None	2147483647	0	FALSE	it_e_candy	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	None	<$>32567</>	SYS_item_column_yellow	0	<$>34016</>	None	0	1000	0	0	FALSE	No	0	0	0	1	it_e_candy_rainbow	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_Spinel	200	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>33372</>	1	23405	TRUE	TRUE	TRUE	2	SCP_USE_ITEM_TeamAddBuff	1	0	None	<$>32546</>	_NO	None	TRUE	FALSE	0	None	FALSE	Both	TRUE	TRUE	1	FALSE	1	None	0	0	1	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	None	0	SpiderSteak	0	Etc	<$>29982</>	Etc_Food	<$>32567</>	23422	Potable_SpiderStk	Food	0	0	NO	0	FALSE	1	0	None	0	<$>92552</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Portable Spider Steak	None	None	50000	0	FALSE	it_e_soup	0	0	0	Consume	0	0	0	0	0	0	it_e_potablecook	0	0	0	0	0	0	FALSE	<$>32567</>	SYS_item_column_yellow	0	<$>70311</>	None	0	1000	0	0	TRUE	Yes	0	0	0	1	None	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	None	500	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>92553</>	1	23422	FALSE	FALSE	FALSE	1	SCP_USE_ITEM_TeamAddBuff	1	0	None	<$>32546</>	_NO	None	TRUE	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	1	None	0	0	1	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	None	0	BoarSteak	0	Etc	<$>29982</>	Etc_Food	<$>32567</>	23423	Potable_BoarSteak	Food	0	0	NO	0	FALSE	1	0	None	0	<$>92554</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Portable Boar Steak	None	None	30000	0	FALSE	it_e_soup	0	0	0	Consume	0	0	0	0	0	0	it_e_potablecook	0	0	0	0	0	0	FALSE	<$>32567</>	SYS_item_column_yellow	0	<$>70312</>	None	0	1000	0	0	TRUE	Yes	0	0	0	1	None	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	None	500	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>92553</>	1	23423	FALSE	FALSE	FALSE	1	SCP_USE_ITEM_TeamAddBuff	1	0	None	<$>32546</>	_NO	None	TRUE	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	1	None	0	0	1	0
