AR	ASPD	ATK	AddATK	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	BLK	BaseATK	BaseDEF	BeastBane	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CRT	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	DBLHand	DEF	DeadDrop	DefEA	DefIP	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_N_LH	Dummy_N_RH	EQUP	EffectLength	EmitterName	EnchantLv	EngName	EqpType	EquipSound	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireIP	GolemBane	GroupName	HPDrain	HR	HumanBane	IMP	IceATK	IceIP	ImgName	IncAGI	IncCHA	IncCON	IncDEX	IncINT	IncSTR	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LgtIP	LogoutSave	MHP	MKP	MSP	MSPD	MaterialSet	MaxR	MaxSocketCount	MaxStack	MinR	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	OptionGroup	PR	Pair	ParticleCount	ParticleName	Price	PromotionLv	PsyATK	PsyIP	RFIRE	RHP	RICE	RLGHT	RPSY	RSP	RSTAT	Rank	RedFIRE	RedICE	RedLGHT	RedMAG	RedMEL	RedPSY	RedSHT	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SaleEA	SaleID	Scale	ScpType	SellPrice	ShldDR	SocketRef	Spec	Suffix	TargetHitEffect	Tradable	UndeadBane	UniqueBone	Unstack	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	arg1	arg2
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88137	BistreCostume_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34165</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Bistre Costume	None	None	2147483647	0	FALSE	it_c_bistre	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27429</>	SYS_item_column_blue	0	<$>28876</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88137	1	None	1	0	None	<$>34166</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88138	DebaucheeCostume_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34171</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Debauchee Costume	None	None	2147483647	0	FALSE	it_c_debauchee	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27429</>	SYS_item_column_blue	0	<$>28879</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88138	1	None	1	0	None	<$>34172</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88139	BattleSmithCostume_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34173</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	BattleSmith Costume	None	None	2147483647	0	FALSE	it_c_battlesmi	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27429</>	SYS_item_column_blue	0	<$>28880</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88139	1	None	1	0	None	<$>34174</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88143	PirateCostume_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34167</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Pirate Costume	None	None	2147483647	0	FALSE	it_c_pirateadel	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27429</>	SYS_item_column_blue	0	<$>28877</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88143	1	None	1	0	None	<$>34168</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88144	EmilSageCostume_sale	Etc	NO	0	FALSE	1	0	None	0	<$>95287</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	EmilSage Costume	None	None	2147483647	0	FALSE	it_c_emilsage	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27429</>	SYS_item_column_blue	0	<$>28881</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88144	1	None	1	0	None	<$>34176</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88145	WarcookerCostume_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34169</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Warcooker Costume	None	None	2147483647	0	FALSE	it_c_warcooker	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27429</>	SYS_item_column_blue	0	<$>28878</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88145	1	None	1	0	None	<$>34170</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88146	NoblessCoatCostume_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34180</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Nobless coat Costume	None	None	2147483647	0	FALSE	it_c_noblesscoat	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28882</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88146	1	None	1	0	None	<$>34181</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88147	MizViolet_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34114</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Miz-violet	None	None	2147483647	0	FALSE	it_c_mizviolet	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28864</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88147	1	None	1	0	None	<$>34102</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88148	NaharuRosa_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34115</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Naharu Rosa	None	None	2147483647	0	FALSE	it_c_naharurosa	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28865</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88148	1	None	1	0	None	<$>34108</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88149	BearSuit2_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34126</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	White Bear suit	None	None	2147483647	0	FALSE	it_c_bearsuit2	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>29067</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88149	1	None	1	0	None	<$>34084</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88151	BanderaPirataCostume_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34200</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Bandera pirata Costume	None	None	2147483647	0	FALSE	it_c_banderapirata	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28884</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88151	1	None	1	0	None	<$>34092</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88152	RosaCaninaCostume_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34201</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Rosa canina Costume	None	None	2147483647	0	FALSE	it_c_rosacanina	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28885</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88152	1	None	1	0	None	<$>34096</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88153	BellyDancerCostume_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34202</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Belly dancer Costume	None	None	2147483647	0	FALSE	it_c_bellydancer	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28886</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88153	1	None	1	0	None	<$>34203</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88154	MetalSpiritCostume_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34204</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Metal spirit Costume	None	None	2147483647	0	FALSE	it_c_claudemetal	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28887</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88154	1	None	1	0	None	<$>34205</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	88155	PromenadeDressCostume_sale	Etc	NO	0	FALSE	1	0	None	0	<$>34206</>	0	0	0	0	None	Etc	None	drop_etcitem.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	Promenade dress Costume	None	None	2147483647	0	FALSE	it_c_promenadedress	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_blue	0	<$>28888</>	None	0	500	0	0	No	0	0	0	1	None	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	88155	1	None	1	0	None	<$>67770</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
